Trial1,Trial2,Trial3,
0.803569838,0.98867199,0.838180357,"
"
0.799053554,0.981609604,0.849619389,
0.794614103,0.974274798,0.861108948,
0.790191127,0.966599719,0.872667542,
0.785827172,0.958057349,0.884306517,
0.781508918,0.948295479,0.896031306,
0.777220686,0.938693107,0.907842957,
0.772452524,0.930182993,0.919739817,
0.767665234,0.922110296,0.931755682,
0.762254822,0.914311188,0.943318621,
0.756798334,0.906708177,0.953312663,
0.751319881,0.899275563,0.963283218,
0.745899558,0.892001071,0.971933839,
0.74064774,0.884870499,0.982526651,
0.735710485,0.877865593,0.993082451,
0.731191531,0.870826307,0.996862048,
0.726846113,0.863815343,0.987668745,
0.722604761,0.856700457,0.978670458,
0.718453246,0.850093996,0.972390278,
0.714384945,0.844351504,0.966343911,
0.710394986,0.838743209,0.960385455,
0.706479075,0.833149658,0.953452676,
0.700202093,0.827563937,0.94750003,
0.696241717,0.82153887,0.940726294,
0.690052753,0.815837207,0.933822406,
0.683918326,0.810438515,0.926571396,
0.680143554,0.805067742,0.919283235,
0.676425559,0.799727008,0.912443374,
0.672751027,0.794418459,0.905324294,
0.669108004,0.789143777,0.897323537,
0.665910399,0.783903837,0.889418451,
0.662716277,0.778698535,0.881602169,
0.65879088,0.773526755,0.873866009,
0.65464566,0.768386458,0.866197972,
0.650361275,0.763274819,0.858580111,
0.646047191,0.758188381,0.850885953,
0.641691032,0.753123205,0.843261411,
0.636579011,0.748074999,0.836189672,
0.631435335,0.743039226,0.828181662,
0.626273816,0.738011196,0.817461797,
0.621107648,0.731582136,0.808838053,
0.615943603,0.72621163,0.800910717,
0.610780039,0.720848011,0.79312485,
0.606214045,0.715486271,0.785374801,
0.601662113,0.710121673,0.77755003,
0.596827476,0.705024951,0.769783835,
0.592930161,0.699948707,0.762136802,
0.589501729,0.694740232,0.754961578,
0.586100371,0.689632252,0.747780912,
0.583095347,0.684537303,0.740463286,
0.579350272,0.679452948,0.733129004,
0.575663035,0.674377124,0.72647401,
0.572022507,0.669308102,0.720376922,
0.568415358,0.663019055,0.714317937,
0.564825751,0.657112488,0.708160943,
0.561235159,0.652422703,0.701560747,
0.557622397,0.647433663,0.694408873,
0.553629898,0.643359141,0.686906272,
0.549570474,0.638523804,0.679930937,
0.545800432,0.633771185,0.673097542,
0.541954712,0.629093742,0.666637888,
0.53807829,0.624482212,0.661555256,
0.533835681,0.61992644,0.655437709,
0.529531319,0.615417027,0.649414857,
0.524897668,0.610947725,0.643457737,
0.520238687,0.606517906,0.637587244,
0.515554497,0.60206807,0.632076507,
0.510831522,0.597706331,0.625804155,
0.506052711,0.593441914,0.618941159,
0.501810731,0.589270336,0.612167724,
0.497481736,0.585158756,0.605874374,
0.493033573,0.581025379,0.599559945,
0.488509354,0.576717581,0.593252831,
0.483984937,0.572106755,0.586507796,
0.479539256,0.567398815,0.58042397,
0.475226684,0.562853525,0.574279776,
0.471067091,0.558524285,0.569404601,
0.467053001,0.554744942,0.564469587,
0.463809225,0.551146402,0.559468031,
0.460152643,0.548276272,0.554399114,
0.45659026,0.545486206,0.549738022,
0.452276372,0.542772308,0.545044258,
0.448259112,0.540130249,0.540340812,
0.444113769,0.537554991,0.535657193,
0.439895887,0.535040719,0.531027186,
0.435424024,0.533060087,0.526485291,
0.431858228,0.529692614,0.522062216,
0.428358529,0.526427898,0.517780357,
0.424921974,0.523907021,0.513762445,
0.422047574,0.521439696,0.509928638,
0.419227783,0.519020622,0.505037268,
0.416314483,0.516644973,0.501052003,
0.413476317,0.514308446,0.497097289,
0.410699626,0.512007267,0.493167652,
0.407977004,0.50973817,0.489257756,
0.405301058,0.507498331,0.485362428,
0.402664485,0.505285279,0.481476688,
0.400060182,0.503096779,0.477852317,
0.397481389,0.499141949,0.47423841,
0.394921847,0.496749378,0.470630677,
0.39237595,0.493827519,0.467025112,
0.389838877,0.490007724,0.463417998,
0.387306668,0.486229041,0.4598059,
0.385536471,0.482489288,0.45618566,
0.382705618,0.478785798,0.452554385,
0.379887666,0.475115456,0.448748581,
0.377080725,0.471474763,0.445585324,
0.374283337,0.467859928,0.442622866,
0.371494321,0.464266987,0.439676685,
0.368712658,0.460691944,0.436746914,
0.365937385,0.457130951,0.433833743,
0.363167524,0.453580485,0.4309374,
0.360472119,0.450037541,0.427523173,
0.357788176,0.446499787,0.424156943,
0.355182018,0.442965671,0.420837721,
0.352591089,0.439434449,0.416810207,
0.350014037,0.435906129,0.413068298,
0.347449242,0.432381335,0.409409729,
0.344894822,0.428861125,0.405832222,
0.342348646,0.425346804,0.402333517,
0.339808359,0.421839741,0.398911341,
0.33716867,0.418341245,0.39556338,
0.334523696,0.414852469,0.392287248,
0.331713143,0.411374372,0.389080455,
0.328889112,0.407907692,0.385940391,
0.326049221,0.404452958,0.382864298,
0.323654686,0.401010498,0.379849262,
0.321257669,0.397580457,0.376892202,
0.318855698,0.394162819,0.373989871,
0.317439881,0.390757425,0.371138863,
0.315745203,0.387363992,0.368335624,
0.314066118,0.383982128,0.365576471,
0.312401882,0.380611348,0.362845236,
0.310751831,0.377251085,0.360518856,
0.30911537,0.373900705,0.358236828,
0.307491966,0.370559515,0.355993142,
0.305881133,0.368110739,0.35378188,
0.304282434,0.365692383,0.352569081,
0.302695468,0.363303997,0.350775123,
0.301119869,0.360945127,0.349009593,
0.2995553,0.358615311,0.347268488,
