Trial1,Trial2,Trial3,
0.915365035,0.902241719,0.960604392,"
"
0.921186544,0.89672315,0.964917751,
0.927026596,0.891730683,0.969290374,
0.932923251,0.887077127,0.973623711,
0.938717851,0.882468402,0.977921072,
0.946358043,0.877877666,0.982186224,
0.954396108,0.873296974,0.986423387,
0.963087393,0.868723452,0.990637323,
0.97222106,0.864246248,0.994833518,
0.980843625,0.859872068,0.999018352,
0.9798196,0.85549395,0.996731249,
0.985824645,0.851164802,0.992426159,
0.991431056,0.846928578,0.988111959,
0.996763833,0.842698238,0.983905751,
0.997980589,0.838472616,0.979681537,
0.992725213,0.834250029,0.975441801,
0.987419567,0.830028392,0.971414747,
0.982031046,0.82580541,0.967377431,
0.976540365,0.821296367,0.963320522,
0.970775184,0.816839046,0.959472356,
0.96448517,0.812420992,0.955612869,
0.958144594,0.808003338,0.95173853,
0.951768159,0.803735173,0.947845511,
0.945372808,0.799102221,0.94392991,
0.938972722,0.794478511,0.939988205,
0.932576949,0.789864646,0.936055469,
0.926189063,0.785437939,0.931659164,
0.919808321,0.780981216,0.927420584,
0.913231038,0.776439685,0.923193462,
0.906719627,0.772173863,0.918989912,
0.899959265,0.767674026,0.914823901,
0.893274814,0.763232029,0.910709446,
0.886642549,0.758636845,0.906658638,
0.880080037,0.754026188,0.902679951,
0.874022764,0.749373885,0.898711149,
0.868071884,0.7446619,0.894758069,
0.86225175,0.73987276,0.890844659,
0.856649912,0.734993983,0.887055152,
0.851175955,0.73002552,0.884976847,
0.845827128,0.724891537,0.882455744,
0.840531316,0.719732242,0.879738503,
0.835253458,0.714514589,0.875784564,
0.829976593,0.709403453,0.871833948,
0.824627774,0.704351142,0.867879764,
0.818996637,0.699343694,0.863915129,
0.811099971,0.694465656,0.859880339,
0.804073972,0.689713972,0.855830421,
0.801054723,0.685474305,0.851716464,
0.796133611,0.681332567,0.84757357,
0.791533665,0.677281695,0.843391456,
0.787092557,0.673314886,0.839157579,
0.782732137,0.669423722,0.834856935,
0.778415278,0.666506852,0.830473231,
0.774123194,0.664010805,0.825993009,
0.769845591,0.661341415,0.821155188,
0.76557641,0.659074206,0.816218944,
0.761311906,0.65667008,0.811233264,
0.757049756,0.653965562,0.806285174,
0.752788642,0.649808034,0.801369625,
0.748528082,0.645576838,0.796499302,
0.744268377,0.641274794,0.791710784,
0.740010611,0.636907782,0.786956339,
0.735765533,0.632363691,0.782232466,
0.731739865,0.627676147,0.777538228,
0.727771747,0.622939843,0.772872229,
0.723825643,0.618239743,0.768232076,
0.719911534,0.613651121,0.763615324,
0.716033429,0.609224232,0.758899589,
0.712195263,0.60497653,0.754324109,
0.708400687,0.601028869,0.749765612,
0.704652894,0.597424519,0.745225462,
0.700954495,0.594101949,0.740704935,
0.697307437,0.590892404,0.736204549,
0.693712952,0.587667537,0.731529101,
0.690171542,0.584682256,0.727206564,
0.686682977,0.581769344,0.722907628,
0.683246322,0.578748793,0.718628098,
0.679859975,0.575765244,0.714363441,
0.676521723,0.572810755,0.710109212,
0.673228818,0.569623912,0.705861387,
0.669978058,0.566504066,0.701616592,
0.666765893,0.563173677,0.697372215,
0.663588527,0.559950653,0.692881285,
0.660389521,0.55704038,0.688648574,
0.657332711,0.554419054,0.684421811,
0.654106328,0.551613659,0.680202729,
0.651198569,0.54884206,0.675993318,
0.648325565,0.545915436,0.671815009,
0.645484488,0.543004575,0.667853267,
0.642672884,0.540106619,0.663925083,
0.639888673,0.537218993,0.660030597,
0.63713012,0.534339461,0.656072433,
0.634395781,0.531466189,0.651920716,
0.631684444,0.528597803,0.647802498,
0.628995065,0.525372196,0.643717082,
0.626326714,0.522260019,0.639583682,
0.623678529,0.519052594,0.635573812,
0.620925191,0.515878504,0.631604608,
0.61802923,0.512740362,0.627843529,
0.615153988,0.509641149,0.624072734,
0.612298643,0.506442291,0.620418823,
0.609462412,0.503286463,0.616789076,
0.606644569,0.500177221,0.613184412,
