Trial1,Trial2,Trial3,,
0.801561928,0.937216787,0.975106059,"
","
"
0.809576094,0.944945551,0.983459939,,
0.817865599,0.952822882,0.991861105,,
0.826402356,0.960835688,0.999711857,,
0.835141499,0.968973169,0.991270463,,
0.844038781,0.977226336,0.982823629,,
0.853057018,0.985587095,0.974378989,,
0.86216653,0.994047008,0.965943156,,
0.871343661,0.997404236,0.957521735,,
0.880569146,0.98878084,0.949119279,,
0.889826817,0.980104046,0.940739237,,
0.899102697,0.971408164,0.932383957,,
0.908384398,0.962753918,0.924054717,,
0.917660743,0.954260342,0.915751838,,
0.926921558,0.946174396,0.907474844,,
0.936157584,0.938912802,0.899222673,,
0.945360474,0.932587338,0.890993922,,
0.954522846,0.926147246,0.882787086,,
0.963638358,0.918839898,0.874600792,,
0.972701758,0.910968201,0.866433991,,
0.981708876,0.902906205,0.858286108,,
0.990656526,0.894798471,0.850157154,,
0.999542322,0.88662778,0.84204779,,
0.99163555,0.878309834,0.833959357,,
0.982878504,0.869777934,0.825893887,,
0.974187498,0.861019767,0.817854091,,
0.965562588,0.852064478,0.809843328,,
0.957001895,0.842956002,0.801865572,,
0.948500005,0.833736122,0.793925342,,
0.940046168,0.824438686,0.786027601,,
0.931623233,0.81529999,0.778177592,,
0.923208484,0.806348693,0.770380572,,
0.914776908,0.797487308,0.762641423,,
0.906305868,0.788672949,0.754964096,,
0.897779093,0.779891988,0.747350937,,
0.889188382,0.771151905,0.739801952,,
0.880532945,0.762492281,0.732314235,,
0.871817458,0.754055743,0.72488178,,
0.863049941,0.745863577,0.717495938,,
0.854240081,0.738938644,0.710146542,,
0.845398121,0.732767026,0.702823488,,
0.83653422,0.727806468,0.695518342,,
0.827658112,0.719097021,0.688225516,,
0.818778954,0.710234723,0.680942785,,
0.809905264,0.701337545,0.673671172,,
0.801044895,0.692777011,0.666414443,,
0.792205016,0.684437807,0.659178467,,
0.78339208,0.676229212,0.651970651,,
0.774611773,0.668108272,0.644799558,,
0.765868977,0.660056118,0.633428998,,
0.757167752,0.652065871,0.62646551,,
0.748511401,0.644136365,0.619566845,,
0.739902596,0.63626872,0.612745489,,
0.731343578,0.628464285,0.606014247,,
0.722836373,0.620723257,0.599384785,,
0.714383003,0.61304383,0.59286501,,
0.705985683,0.605421927,0.586455281,,
0.697647016,0.597851674,0.580144354,,
0.689370326,0.590326558,0.573907198,,
0.681160431,0.58284095,0.567707191,,
0.673026343,0.575391454,0.561503231,,
0.664989915,0.567977695,0.55525889,,
0.656976323,0.560602415,0.548949049,,
0.648967636,0.553271066,0.542561546,,
0.640991763,0.545991196,0.536094763,,
0.633061857,0.538771844,0.529553707,,
0.625188987,0.531623091,0.522946575,,
0.617385928,0.524555787,0.516282513,,
0.60966994,0.517581431,0.509570464,,
0.60206665,0.510712175,0.50281874,,
0.594288884,0.503960888,0.49603495,,
0.585858253,0.49734125,0.489226106,,
0.576857533,0.490867797,0.482398764,,
0.568067477,0.484555818,0.475559158,,
0.559950223,0.478420919,0.468713329,,
0.553699828,0.472477974,0.461867213,,
0.547457368,0.466739118,0.455026736,,
0.541308039,0.461210729,0.448197883,,
0.53533633,0.455890276,0.441386771,,
0.529606313,0.45076529,0.434599733,,
0.524140247,0.445816873,0.427843409,,
0.518900958,0.441027443,0.421124862,,
0.513810438,0.436388701,0.414451748,,
0.508805621,0.431905324,0.407832559,,
0.503875572,0.427593362,0.401277002,,
0.499051687,0.423475622,0.394796626,,
0.494380669,0.41957672,0.388405913,,
0.489907655,0.415919225,0.382124278,,
0.48567196,0.412521295,0.375979947,,
0.481709472,0.409395659,0.37001792,,
0.478057461,0.406549576,0.36431696,,
0.474759269,0.403985318,0.359025058,,
0.471865379,0.401701476,0.354415857,,
0.469424528,0.399697256,0.350871886,,
0.467461735,0.401120175,0.349544237,,
0.465962023,0.403180475,0.349233045,,
0.464898504,0.406075592,0.34951699,,
0.464137277,0.412269854,0.34819334,,
0.462042529,0.418432317,0.34796628,,
0.461661663,0.431224627,0.346583317,,
0.460974609,0.447816281,0.344687277,,
0.460045069,0.470858844,0.342672731,,
0.459010984,0.486210889,0.340689739,,
0.457991679,0.497029915,0.33888391,,
0.457066896,0.510326612,0.337373634,,
0.45628338,0.533597868,0.336762092,,
0.4558639,0.548548293,0.33321047,,
0.455952241,0.553211589,0.32960446,,
0.456399536,0.557738043,0.325861438,,
0.457160782,0.556224692,0.322010351,,
