Trial1,Trial2,Trial3
0.943504715,0.933244819,0.85968327
0.943308962,0.935245096,0.859664745
0.943082571,0.937127647,0.859702322
0.942855981,0.938933842,0.859700244
0.94265067,0.940691406,0.859562679
0.942467594,0.942421332,0.859476374
0.942296725,0.944127584,0.859491924
0.941591186,0.945799853,0.859726337
0.940938324,0.947439406,0.860015193
0.940199471,0.94908148,0.860464284
0.939578051,0.950803183,0.860839996
0.939111083,0.95268515,0.860991896
0.93881133,0.954765097,0.86095408
0.946380234,0.957032712,0.860846323
0.953961756,0.959454391,0.860588979
0.955002602,0.961994517,0.860232763
0.961132588,0.964465179,0.860057616
0.966029691,0.967002191,0.859834368
0.965022215,0.96959829,0.85959046
0.963536241,0.972241198,0.85964989
0.961927557,0.974920974,0.859765337
0.960178142,0.977628588,0.859921195
0.958329192,0.980354485,0.860244417
0.956421224,0.983092453,0.860694574
0.954479275,0.985509295,0.861241434
0.952497475,0.987912007,0.861942237
0.950451932,0.990301992,0.862250726
0.94844945,0.992679283,0.862643147
0.946097847,0.995207274,0.863125523
0.94383123,0.997721701,0.863719399
0.941488623,0.999777102,0.86442366
0.939052582,0.997289352,0.865262075
0.936532987,0.9948083,0.866270607
0.933820316,0.992347456,0.867476469
0.93094228,0.989861589,0.86866257
0.927987631,0.987387918,0.869449206
0.924956874,0.984709539,0.870028518
0.921865254,0.982028417,0.87023189
0.918668078,0.979366677,0.871879564
0.915454886,0.976726752,0.87291499
0.912409122,0.974111085,0.873947597
0.909311567,0.971522148,0.874750048
0.906167003,0.968962323,0.875239405
0.902878444,0.966433734,0.875431298
0.899562513,0.963937563,0.875531879
0.896232492,0.961472674,0.874710945
0.892993201,0.959033653,0.873847618
0.889843822,0.956608924,0.872954746
0.886779996,0.954180218,0.872053374
0.883910488,0.951710824,0.871810969
0.881443886,0.949145502,0.871438415
0.87960107,0.946483766,0.870948108
0.878283818,0.943851906,0.870034148
0.876810936,0.941138237,0.869202564
0.87466845,0.938225361,0.868447727
0.871921296,0.935153434,0.867796847
0.868825587,0.931963185,0.86681085
0.865544668,0.928832368,0.865915176
0.86216566,0.925768565,0.865114989
0.8587342,0.922697572,0.864415439
0.855275852,0.919602024,0.863878826
0.851806864,0.916479423,0.86366276
0.848528868,0.913331144,0.863500037
0.845259868,0.910159587,0.863629203
0.841994262,0.906968332,0.864035952
0.838737449,0.903756586,0.864002458
0.835494115,0.900528895,0.863967283
0.832155011,0.89749644,0.863983601
0.828824707,0.894244938,0.864022929
0.825506487,0.890987239,0.863982387
0.822230115,0.887771479,0.863969379
0.818967272,0.884515048,0.864012765
0.815689023,0.881236442,0.86416934
0.812400151,0.877949077,0.864517492
0.809373285,0.874654286,0.865171949
0.806306109,0.871184555,0.866279859
0.803176101,0.867534627,0.867118865
0.799969177,0.863950928,0.870500468
0.796498956,0.860359403,0.874513118
0.793261406,0.856761158,0.879588834
0.789925844,0.85317037,0.883422901
0.786098513,0.849574475,0.885805355
0.78200573,0.846032752,0.887677338
0.777846093,0.842680667,0.889061482
0.773745305,0.83939425,0.890367016
0.769726077,0.836092972,0.891640937
0.765676005,0.832907087,0.892814536
0.761604392,0.829963513,0.893680158
0.757519302,0.826858068,0.894156069
0.753427926,0.823720362,0.89428281
0.74934279,0.820533986,0.894225857
0.745264144,0.81711949,0.894309798
0.741198982,0.813589899,0.89430586
0.737233926,0.810521663,0.894155624
0.733260893,0.807400714,0.894009115
0.729284342,0.804211029,0.893775513
0.725311613,0.800980099,0.893422019
0.721327168,0.797699058,0.893035067
0.717347096,0.794477579,0.892681141
0.713363217,0.791252848,0.892308711
0.709365335,0.788004576,0.892037717
0.705345438,0.784738677,0.891605138
0.701301084,0.781100788,0.891373375
0.697355381,0.777654426,0.891162707
0.693464807,0.774227005,0.890564836
0.689571901,0.770833918,0.890072292
0.685691142,0.767506441,0.889556208
0.681837746,0.764249672,0.888981803
0.678026804,0.761087211,0.888239392
0.674265295,0.758042365,0.887385617
0.670574291,0.755128981,0.886201224
0.666965468,0.752192805,0.884975805
0.663404511,0.749400995,0.883648582
0.659948983,0.746763732,0.882238089
0.656134224,0.744085672,0.880762097
0.652777606,0.74134497,0.879235909
0.649343652,0.738543402,0.877615234
0.645973432,0.735691547,0.875862498
0.642714132,0.732817104,0.874233028
0.639438697,0.729937503,0.872561329
0.636128271,0.727067565,0.870853533
0.632744752,0.724205654,0.869116538
0.629310046,0.721104156,0.867358023
0.625828268,0.71796651,0.865481135
0.622306148,0.714987378,0.863565179
0.618938338,0.711980534,0.861652723
0.615550894,0.709220518,0.859674905
0.612123948,0.706616036,0.857278563
0.60901468,0.703945579,0.85480303
0.605881775,0.701296062,0.852303105
0.602220929,0.698683097,0.849779542
0.598548062,0.696098859,0.847276292
0.594849852,0.693607676,0.844513438
0.591133885,0.691157205,0.841921155
0.587436436,0.688781815,0.8392897
0.583728592,0.686439549,0.83683233
0.579760327,0.684215261,0.834331435
0.575761664,0.681977297,0.831788982
0.57176026,0.679709009,0.828957487
0.568083046,0.677676505,0.826103543
0.564323937,0.675749608,0.823230113
0.560507861,0.674022484,0.820341242
0.556654742,0.672352945,0.817408599
0.552797556,0.670422808,0.81443758
0.548844256,0.668544128,0.811424674
0.539924849,0.666735533,0.808366758
0.537503621,0.665002298,0.80526221
0.535842488,0.663318951,0.802111592
0.535909434,0.661718819,0.798917762
0.537870815,0.660235187,0.795665032
0.540879153,0.658839326,0.792368901
0.544303129,0.65752967,0.788997035
0.541008651,0.656313205,0.785573099
0.537559372,0.655204875,0.782116845
0.53417731,0.654244048,0.778635759
0.53099089,0.653425,0.775139152
0.527850922,0.652709781,0.771635962
0.524769542,0.652057131,0.768134856
0.521754529,0.65145684,0.764330518
0.518809277,0.650913982,0.760538912
0.515933648,0.650445601,0.75708396
0.51312548,0.650069098,0.752877928
0.510381729,0.649769569,0.752859819
0.507692045,0.649544687,0.753194261
0.505068957,0.649357559,0.753726455
0.50249893,0.649314732,0.754475135
0.499963003,0.649442445,0.751601885
0.497472839,0.649719799,0.748714771
0.494993909,0.650145064,0.745864684
0.492700632,0.651386915,0.743012026
0.490375474,0.65479437,0.740203854
0.488182578,0.658103023,0.73741927
0.485980585,0.661437983,0.734663299
0.48376584,0.663260111,0.731937118
0.4815364,0.665686533,0.729049212
0.479292067,0.669078067,0.726333538
0.476751292,0.671471361,0.723658006
0.473915476,0.673898762,0.721038947
0.471049469,0.676351732,0.718130663
0.468155195,0.678594235,0.715224612
0.465240219,0.68061161,0.712378661
0.462311693,0.682306032,0.709584941
0.459043741,0.68371447,0.706882268
0.455812852,0.686292582,0.704327039
0.452584761,0.684255556,0.701782274
0.449364375,0.683152292,0.69923956
0.446155636,0.683009839,0.696691771
0.442961098,0.684079168,0.694132747
0.439781128,0.689209458,0.691601395
0.436514218,0.691294468,0.689388073
0.433244758,0.692022597,0.687197365
0.427356983,0.692483156,0.685184039
0.422422953,0.692702441,0.683054065
0.419438048,0.693040574,0.680859971
0.418332474,0.693248792,0.678723976
0.416391725,0.693285715,0.676653256
0.413878532,0.693126051,0.674578774
0.411778963,0.692826557,0.672447686
0.410973702,0.69234098,0.670273125
0.410206589,0.691829286,0.668180974
0.409467497,0.691295521,0.666103246
0.409255677,0.690673735,0.6638754
0.40939468,0.689755459,0.661652327
0.405857844,0.688773835,0.659300121
0.408440053,0.688042132,0.657054705
0.411874524,0.687261828,0.654917446
0.415096599,0.686410435,0.652849536
0.416143618,0.685518561,0.650983754
0.417405091,0.68480331,0.649332717
0.418593632,0.68405172,0.647852094
0.419770501,0.683318607,0.646520707
0.421237825,0.682587235,0.645375099
0.422619904,0.681648875,0.644222834
0.424022728,0.680991648,0.642991897
0.425419201,0.68004496,0.641303701
0.426940896,0.679081222,0.639243335
0.428534533,0.678133432,0.637337702
0.430222132,0.677148268,0.635308254
0.432255446,0.676177448,0.633256825
0.433597632,0.675233915,0.63118705
0.438319573,0.674370794,0.629096763
0.44273885,0.673500843,0.627199528
0.446691536,0.672610772,0.625331642
0.450487118,0.671769714,0.623518397
0.455236393,0.671018499,0.622966983
0.461399389,0.670366153,0.621768659
0.468675599,0.666713535,0.619981722
0.470766261,0.662268616,0.617757525
0.473324258,0.657239995,0.615349249
0.476965407,0.653885155,0.614088368
0.48143859,0.65310991,0.613137934
0.485618437,0.653559399,0.612547269
0.489680306,0.654083732,0.612291262
0.493789425,0.654760786,0.612390387
0.497870986,0.65564429,0.612922081
0.502727076,0.656762458,0.613211196
0.509011164,0.660771158,0.613591386
0.515747767,0.663875444,0.613880711
0.52190453,0.664582312,0.614228406
0.527553077,0.665085651,0.614270478
0.532882809,0.665175577,0.614312368
0.539054359,0.665138312,0.614442657
0.548565074,0.664899619,0.614678277
0.558790097,0.664585026,0.615275672
0.569481552,0.664372318,0.61640798
0.577373188,0.664272315,0.617617644
0.580953311,0.66420835,0.618667842
0.585243859,0.664391122,0.619688523
0.587803508,0.664598945,0.620811295
0.589455309,0.664974971,0.621926835
0.590333936,0.665458625,0.6229998
0.591302219,0.665927349,0.62376155
0.593578401,0.666557764,0.624881385
0.598412022,0.666705936,0.625958316
0.604955732,0.666956627,0.6271869
0.610830501,0.667284999,0.628419872
0.613249757,0.667613687,0.629679755
0.614944161,0.667904497,0.630979987
0.616817856,0.668065035,0.632326909
0.618676298,0.668206102,0.633659548
0.620593309,0.668491064,0.634958745
0.622610876,0.671683585,0.636876831
0.624245965,0.675839694,0.638409025
0.62631194,0.68030681,0.639976687
0.628512056,0.685787678,0.641443112
0.631136715,0.696336931,0.643050707
0.634376367,0.700803984,0.645324535
0.637971742,0.704620682,0.647962351
0.641348286,0.708496164,0.651109903
0.644440831,0.708586799,0.651232627
0.647261308,0.708420864,0.653140058
0.649843287,0.708541894,0.655458445
0.652583273,0.708301661,0.65803272
0.65969889,0.708089296,0.660820148
0.66491812,0.708118259,0.663501039
0.671083879,0.708247281,0.666096121
0.676788479,0.709187955,0.668958448
0.678037131,0.710537823,0.671953325
0.679089436,0.711799679,0.675145976
0.680075506,0.713566574,0.678591495
0.681049435,0.715544572,0.682039533
0.681950158,0.714715351,0.685402014
0.682444241,0.718168797,0.68924505
0.682978088,0.72144574,0.692392214
0.683622479,0.724326987,0.696409967
0.684481074,0.726540362,0.699930611
0.685584045,0.728640384,0.703718029
0.686746249,0.728492215,0.709075271
0.688001555,0.728472388,0.724278214
0.689360113,0.728764352,0.739948365
0.690611705,0.729609013,0.751265134
0.692033666,0.731024595,0.75682523
0.693436161,0.732602819,0.76133067
0.694901005,0.733567531,0.765010608
0.696392696,0.734243967,0.768700694
0.698251737,0.735184969,0.77260593
0.70070599,0.742283686,0.776667831
0.703876431,0.750008355,0.780778498
0.706877841,0.751468696,0.784830711
0.709988628,0.752733676,0.788841783
0.712672817,0.753722086,0.792877448
0.714941871,0.750026853,0.796566648
0.716876987,0.745700506,0.801338927
0.718710754,0.749073684,0.808065472
0.72074817,0.751552335,0.814739229
0.723071109,0.754337605,0.826236747
0.725657007,0.750189738,0.832570533
0.728331842,0.748657273,0.838959378
0.731318901,0.75058315,0.845457067
0.734805156,0.75253823,0.851028497
0.737508028,0.754547344,0.859945165
0.741102097,0.75659202,0.861479998
0.744490711,0.758662991,0.864387176
0.747695683,0.760719777,0.867009907
0.750768237,0.762666127,0.868632015
0.753983618,0.764689338,0.867689059
0.757389654,0.766672568,0.86927223
0.760446844,0.768519202,0.872117013
0.763478378,0.77039956,0.875238815
0.766121225,0.772440772,0.878715262
0.768816676,0.774388331,0.882619563
0.771323841,0.775311332,0.889024164
0.773936496,0.776277939,0.893067185
0.777050641,0.777374722,0.897389069
0.780259321,0.778935416,0.901849706
0.78374743,0.780631737,0.906408366
0.78747199,0.782468564,0.910691886
0.78674179,0.784609193,0.914572517
0.790735613,0.787219124,0.918091431
0.79462835,0.792661819,0.921301175
0.798281715,0.799151925,0.924327436
0.801992748,0.806737173,0.927269002
0.80568866,0.812679049,0.930116389
0.809539274,0.819458888,0.93282705
0.813191564,0.825611201,0.93538451
0.817008351,0.827461058,0.937974318
0.82100911,0.829074208,0.942650168
0.825177422,0.830785629,0.949114303
0.829629648,0.832630001,0.955550161
0.834324194,0.834779785,0.961665786
0.839686347,0.837390966,0.967198613
0.844969592,0.84042426,0.968936809
0.850633839,0.843539922,0.970635048
0.855744699,0.84651951,0.972381809
0.860710813,0.849009641,0.974229888
0.866510209,0.851267664,0.976345373
0.87314032,0.853281067,0.978684277
0.880229563,0.85516091,0.980940041
0.886172076,0.857024008,0.982843294
0.891406496,0.858985674,0.984540026
0.895969796,0.86117046,0.986104143
0.901000849,0.863866404,0.987676811
0.906345737,0.866748546,0.988788025
0.912200977,0.869737514,0.989679251
0.918452788,0.87267855,0.990376645
0.924809149,0.875446396,0.990800836
0.930954506,0.878113358,0.991100551
0.936649989,0.880744083,0.991251665
0.942052459,0.883559136,0.991268434
0.94727471,0.886538958,0.991151448
0.952322433,0.889584437,0.990912165
0.956857732,0.892035619,0.990576473
0.961547751,0.894315591,0.990192433
0.966623093,0.89636448,0.989549309
0.970186139,0.898168269,0.988909088
0.977963806,0.899271297,0.986737853
0.987248475,0.900320736,0.98454548
0.997462517,0.90131148,0.982847894
0.996258062,0.902149903,0.981318505
0.990300039,0.90273637,0.980866644
0.983543699,0.903296124,0.980171007
0.976596291,0.903908524,0.979260072
0.969938848,0.904365046,0.978693462
0.962921016,0.904633615,0.978030089
0.955118931,0.904594039,0.976775452
0.951830092,0.904378844,0.975431755
0.948510198,0.90404559,0.974022692
0.944878555,0.903608875,0.972552022
0.940464234,0.903131638,0.971326984
0.934611967,0.901624592,0.97021768
0.927709973,0.900035065,0.969258365
0.921217376,0.900290932,0.968500702
0.915083898,0.900171188,0.968037512
0.909502503,0.899976606,0.967665515
0.904327574,0.897539855,0.96749103
0.8994943,0.89664278,0.967374756
0.894955421,0.895717875,0.967162972
0.890863819,0.89493185,0.966773866
0.886514425,0.894081332,0.966219694
0.882257402,0.89345665,0.965277602
0.878322831,0.892794464,0.964321339
0.874436667,0.892094151,0.963407708
0.866982357,0.891342303,0.962600144
0.861548163,0.89054756,0.961778493
0.857227279,0.88980881,0.961154033
0.854290178,0.889105339,0.960625649
0.851780716,0.888520315,0.960728344
0.849695816,0.887960344,0.960200018
0.847835642,0.887468779,0.959583005
0.846009051,0.887049353,0.958886927
0.843920882,0.886514135,0.957815876
0.841841988,0.885863153,0.956899274
0.839753646,0.885031237,0.956258472
0.837816012,0.884093135,0.955534255
0.836044928,0.882976901,0.954740582
0.834419926,0.881880515,0.953990637
0.832819704,0.880696864,0.953152002
0.830799237,0.879428961,0.952404871
0.82812185,0.878080102,0.951643268
0.825116182,0.876687539,0.951008777
0.823182538,0.876491857,0.950445635
0.822231698,0.876335976,0.949520671
0.82150477,0.876465978,0.949019656
0.821058056,0.873836115,0.948287502
0.820726878,0.873051043,0.947551093
0.820606057,0.872501249,0.946826223
0.820785927,0.872099777,0.946139242
0.821276493,0.871919686,0.945517227
0.821956871,0.871824558,0.945106014
0.822873176,0.871361874,0.946686033
0.823828545,0.870825737,0.948441671
0.825067456,0.870183058,0.948672063
0.826370463,0.869473774,0.948935769
0.819502986,0.868732785,0.950531436
0.817836909,0.868092044,0.95191636
0.816455073,0.867522503,0.953258814
0.81524546,0.866886815,0.95472023
0.81422512,0.86622509,0.95487636
0.813446583,0.865605109,0.955199352
0.814079026,0.865121677,0.955557333
0.817006422,0.870247477,0.955911676
0.820126851,0.872043115,0.956266499
0.823316701,0.873528919,0.95661596
0.826556972,0.876494033,0.95696696
0.829832409,0.876187463,0.957329691
0.833289394,0.875680918,0.957623922
0.836959614,0.875483012,0.957844854
0.840475299,0.875264607,0.957998749
0.843891583,0.875255876,0.95401879
0.84817769,0.875259826,0.954389973
0.851394941,0.875282501,0.954472557
0.854584663,0.875329504,0.95461841
0.857424983,0.875355864,0.955196121
0.860315065,0.87546343,0.956169669
0.863272619,0.875885329,0.957453211
0.866314677,0.875925754,0.958988605
0.869422037,0.875879067,0.958612048
0.872826743,0.875313759,0.958251701
0.876329648,0.874718911,0.958105341
0.879906295,0.874132996,0.95792022
0.883254211,0.8738426,0.957696543
