Trial1,Trial2,Trial3
0.969671142,0.723960601,0.969862203
0.978427998,0.717977793,0.974065167
0.987286609,0.712034597,0.978377175
0.996235312,0.706123,0.982764777
0.994736614,0.700223975,0.982918943
0.985638959,0.694315337,0.981305894
0.976480537,0.688378266,0.984747117
0.967269129,0.682399875,0.99086615
0.958006956,0.676419907,0.995842057
0.948703816,0.670383953,0.998791148
0.939364058,0.664273927,0.993174721
0.92999091,0.658056347,0.987350661
0.920586584,0.651704363,0.981282741
0.911147964,0.645178769,0.974920446
0.901680244,0.638457812,0.968249326
0.892180526,0.631550292,0.961295114
0.882652676,0.624478527,0.954102466
0.873097449,0.617270535,0.9467017
0.863516131,0.609939681,0.939148755
0.853910731,0.602523892,0.931478264
0.844284108,0.595045317,0.923721516
0.834640026,0.587534883,0.913379921
0.824983117,0.580003159,0.906709968
0.815318776,0.572474927,0.899873005
0.805652937,0.567777078,0.891842262
0.79599175,0.562314062,0.88374937
0.786341162,0.556737148,0.875610942
0.776706435,0.550746999,0.867446989
0.767091717,0.544414327,0.859286978
0.757499788,0.536691315,0.851183411
0.74793214,0.528948494,0.84323995
0.738389423,0.521220265,0.840024178
0.728872192,0.513526742,0.838388565
0.719381751,0.505881516,0.831602728
0.709920944,0.498299319,0.823768992
0.700494941,0.484697997,0.815537498
0.691112422,0.478077177,0.807040572
0.681800393,0.474123629,0.798374877
0.672718103,0.472643458,0.789595764
0.663755312,0.468499723,0.780729212
0.654851906,0.461883384,0.771793864
0.645989298,0.454759213,0.762802363
0.637146915,0.447689628,0.753764178
0.628321351,0.440660075,0.744687004
0.61951512,0.4338859,0.735577457
0.610735901,0.427409359,0.726441438
0.601996971,0.421126729,0.717284326
0.593318952,0.415102857,0.70811109
0.584824339,0.40929743,0.698926354
0.576479598,0.403779578,0.689734437
0.568253753,0.398544171,0.680539377
0.560143009,0.393401757,0.671344936
0.552161239,0.387992688,0.662154586
0.544312608,0.382200304,0.652971446
0.536610347,0.376075806,0.643798122
0.529038384,0.36972242,0.634636267
0.521561652,0.363221149,0.625932903
0.514325747,0.356624113,0.617489337
0.507253845,0.349964032,0.609193532
0.500266119,0.343262315,0.600992194
0.493290499,0.336533945,0.592861751
0.48625579,0.329789868,0.58479399
0.47916264,0.323065645,0.57678906
0.47202813,0.316343102,0.568852186
0.464876319,0.309629453,0.560992249
0.457742726,0.302932403,0.553221247
0.450686444,0.296262812,0.545554037
0.443816878,0.289634706,0.538007911
0.437347025,0.283072358,0.530601729
0.431627844,0.276623638,0.523354682
0.427207089,0.27039602,0.516285085
0.422826415,0.265522603,0.509360474
0.41758442,0.260825472,0.502638464
0.413113819,0.255954716,0.496153793
0.411108871,0.249145185,0.489920169
0.405606782,0.242753114,0.48394811
0.402477247,0.236273866,0.478263291
0.399313423,0.229762827,0.472928207
0.396188968,0.223243071,0.468067017
0.392268699,0.216725527,0.463838157
0.387181968,0.21021657,0.460199881
0.381350199,0.203722769,0.456638935
0.375177643,0.19730417,0.452807568
0.368879238,0.19073121,0.448814158
0.36256312,0.184286532,0.448884385
0.3562899,0.178048089,0.449145948
0.350100893,0.172030753,0.449573643
0.344032563,0.166155186,0.450059948
0.338127294,0.160391701,0.448911564
0.330333071,0.154736741,0.445911548
0.326388892,0.149200709,0.442112535
0.323409069,0.143801756,0.438009533
0.322343037,0.138564729,0.434115046
0.322304974,0.133529059,0.431518007
0.322237291,0.128780346,0.42574669
0.320175213,0.124563516,0.419962027
0.317108933,0.119991222,0.414255979
0.31454867,0.11954321,0.40850733
0.312416162,0.117602477,0.4026638
0.310607933,0.114833543,0.396711765
0.308972523,0.112722461,0.390655535
0.30730389,0.109870996,0.384505359
0.305431742,0.111621609,0.378271624
0.303298602,0.113846735,0.371948252
0.30096375,0.11582069,0.365557582
0.298609554,0.115821105,0.359109295
0.296621485,0.107833738,0.352614657
0.299772088,0.106181711,0.346084554
0.303961345,0.105202266,0.339529285
0.308599788,0.105158188,0.33295902
0.306238528,0.106403365,0.326384185
0.303597814,0.109379366,0.319815781
0.296057672,0.114812846,0.313265728
0.299190104,0.123484638,0.306747373
0.306729749,0.135745006,0.300276586
0.315158392,0.14816332,0.297717572
0.315927053,0.158075708,0.293185416
0.313350535,0.173425735,0.288886044
0.311010499,0.186459053,0.286594091
0.308991688,0.199948383,0.284469237
0.307307106,0.216013975,0.279484954
0.305959747,0.225039549,0.274401631
0.30498642,0.232518889,0.269760646
0.304454348,0.238262677,0.264400694
0.304344383,0.24593489,0.259263518
0.304488294,0.252981323,0.254285699
0.305048179,0.267071281,0.249461699
0.305897681,0.280724899,0.244894994
0.311578192,0.289968746,0.242475483
0.313478336,0.291521428,0.241902134
0.314397635,0.293919476,0.24020773
0.322437317,0.297091662,0.233417909
0.33252039,0.301281575,0.228582755
0.342978549,0.306145233,0.223870212
0.346594763,0.308494066,0.219390572
0.350475021,0.315281358,0.221655762
0.359256805,0.327721867,0.214532724
0.365502797,0.344098109,0.210333351
0.369879281,0.355447672,0.206097257
0.376029266,0.361955851,0.201868488
0.385782125,0.367296628,0.197709057
0.394504085,0.373225802,0.193678291
0.398859812,0.379583236,0.192016565
0.405591084,0.386236731,0.189907432
0.413738857,0.393222738,0.187834508
0.423831181,0.400571073,0.186238364
0.433235535,0.408096603,0.185635855
0.440472003,0.415437671,0.188147602
0.44702428,0.422302454,0.191226077
0.455609811,0.428641369,0.19431033
0.465599433,0.434637261,0.196536962
0.474672936,0.440581315,0.198667805
0.483539654,0.446686971,0.198027932
0.495648564,0.452933926,0.198706246
